label,nr_errors,total,perc. errors
broadcast.artist,31.0,0,inf
food.food,0.0,0,
music.lyricist,15.0,0,inf
people.person,313.0,0,inf
film.writer,32.0,0,inf
film.music_contributor,8.0,0,inf
film.actor,140.0,0,inf
film.director,82.0,0,inf
music.genre,1.0,0,inf
music.performance_role,1.0,0,inf
broadcast.radio_format,0.0,0,
location.citytown,3.0,0,inf
music.composition,35.0,0,inf
celebrities.celebrity,7.0,0,inf
tv.tv_character,0.0,0,
film.film_genre,8.0,0,inf
music.musical_scale,2.0,0,inf
book.author,17.0,0,inf
broadcast.tv_station,1.0,0,inf
music.composer,36.0,0,inf
language.human_language,1.0,0,inf
law.invention,1.0,0,inf
spaceflight.astronaut,0.0,0,
award.competition,2.0,0,inf
broadcast.radio_station,6.0,0,inf
music.album,20.0,0,inf
theater.theater_actor,1.0,0,inf
music.artist,57.0,0,inf
book.written_work,5.0,0,inf
award.award_category,1.0,0,inf
fictional_universe.fictional_character,5.0,0,inf
film.film_distributor,12.0,0,inf
film.film,123.0,0,inf
tv.tv_genre,2.0,0,inf
tv.tv_producer,1.0,0,inf
music.writer,2.0,0,inf
media_common.media_genre,14.0,0,inf
music.media_format,1.0,0,inf
film.production_company,15.0,0,inf
book.periodical,2.0,0,inf
tv.tv_director,1.0,0,inf
award.award_ceremony,20.0,0,inf
music.musical_group,12.0,0,inf
award.award_discipline,2.0,0,inf
business.product_category,0.0,0,
theater.play,2.0,0,inf
film.film_festival_focus,2.0,0,inf
government.politician,0.0,0,
book.book,7.0,0,inf
music.group_member,44.0,0,inf
award.award_presenting_organization,1.0,0,inf
tv.tv_actor,65.0,0,inf
location.country,6.0,0,inf
tv.tv_program_creator,3.0,0,inf
film.producer,24.0,0,inf
film.film_character,5.0,0,inf
music.producer,10.0,0,inf
music.record_label,16.0,0,inf
business.business_operation,36.0,0,inf
interests.collection_category,1.0,0,inf
tv.tv_network,1.0,0,inf
organization.organization,47.0,0,inf
broadcast.broadcast,13.0,0,inf
time.event,31.0,0,inf
location.administrative_division,1.0,0,inf
location.location,7.0,0,inf
