label,nr_errors,total,perc. errors
Politician,1.0,0,inf
Person,2.0,0,inf
OfficeHolder,5.0,0,inf
Bird,0.0,0,
Automobile,0.0,0,
Mine,0.0,0,
Actor,0.0,0,
Park,2.0,0,inf
ProtectedArea,0.0,0,
Book,5.0,0,inf
College,0.0,0,
Software,0.0,0,
Newspaper,0.0,0,
Organisation,0.0,0,
Film,2.0,0,inf
TelevisionEpisode,4.0,0,inf
President,1.0,0,inf
InternationalOrganisation,0.0,0,
University,0.0,0,
Royalty,3.0,0,inf
Writer,0.0,0,
PrimeMinister,3.0,0,inf
Letter,1.0,0,inf
HistoricPlace,1.0,0,inf
Monarch,3.0,0,inf
Scientist,1.0,0,inf
