label,nr_errors,total,perc. errors
film.film_character,4.0,0,inf
interests.collection_category,1.0,0,inf
film.writer,30.0,0,inf
music.composer,36.0,0,inf
film.film_distributor,3.0,0,inf
tv.tv_genre,5.0,0,inf
broadcast.radio_format,0.0,0,
theater.theater_actor,1.0,0,inf
book.author,11.0,0,inf
book.written_work,5.0,0,inf
film.producer,17.0,0,inf
music.performance_role,1.0,0,inf
award.award_ceremony,6.0,0,inf
film.film,17.0,0,inf
music.composition,4.0,0,inf
tv.tv_actor,66.0,0,inf
location.country,0.0,0,
people.person,243.0,0,inf
broadcast.tv_station,1.0,0,inf
film.director,35.0,0,inf
music.lyricist,15.0,0,inf
award.award_category,0.0,0,
film.music_contributor,7.0,0,inf
location.location,12.0,0,inf
film.production_company,11.0,0,inf
music.musical_scale,0.0,0,
theater.play,1.0,0,inf
broadcast.radio_station,2.0,0,inf
tv.tv_producer,1.0,0,inf
film.actor,65.0,0,inf
location.administrative_division,1.0,0,inf
organization.organization,40.0,0,inf
language.human_language,0.0,0,
music.genre,1.0,0,inf
government.politician,0.0,0,
film.film_genre,1.0,0,inf
tv.tv_director,2.0,0,inf
tv.tv_program_creator,3.0,0,inf
business.business_operation,44.0,0,inf
fictional_universe.fictional_character,3.0,0,inf
award.competition,1.0,0,inf
time.event,22.0,0,inf
music.artist,72.0,0,inf
food.food,0.0,0,
tv.tv_character,2.0,0,inf
book.book,4.0,0,inf
law.invention,1.0,0,inf
broadcast.broadcast,6.0,0,inf
book.periodical,1.0,0,inf
tv.tv_network,1.0,0,inf
film.film_festival_focus,1.0,0,inf
music.producer,10.0,0,inf
music.album,16.0,0,inf
music.media_format,0.0,0,
music.record_label,6.0,0,inf
music.group_member,42.0,0,inf
music.musical_group,8.0,0,inf
award.award_presenting_organization,1.0,0,inf
media_common.media_genre,14.0,0,inf
spaceflight.astronaut,1.0,0,inf
location.citytown,2.0,0,inf
broadcast.artist,29.0,0,inf
music.writer,3.0,0,inf
business.product_category,1.0,0,inf
celebrities.celebrity,7.0,0,inf
award.award_discipline,2.0,0,inf
