label,nr_errors,total,perc. errors
business.product_category,0.0,0,
location.citytown,2.0,0,inf
media_common.media_genre,15.0,0,inf
music.writer,3.0,0,inf
time.event,21.0,0,inf
film.film_distributor,6.0,0,inf
music.producer,11.0,0,inf
interests.collection_category,1.0,0,inf
people.person,195.0,0,inf
theater.theater_actor,1.0,0,inf
tv.tv_character,3.0,0,inf
film.film_festival_focus,2.0,0,inf
book.written_work,7.0,0,inf
tv.tv_director,2.0,0,inf
music.performance_role,1.0,0,inf
film.director,76.0,0,inf
government.politician,0.0,0,
law.invention,1.0,0,inf
broadcast.broadcast,13.0,0,inf
music.musical_scale,0.0,0,
tv.tv_network,1.0,0,inf
film.production_company,12.0,0,inf
music.artist,64.0,0,inf
broadcast.radio_format,0.0,0,
music.media_format,0.0,0,
film.actor,89.0,0,inf
theater.play,0.0,0,
music.composer,37.0,0,inf
film.producer,17.0,0,inf
business.business_operation,43.0,0,inf
music.musical_group,8.0,0,inf
award.award_category,0.0,0,
broadcast.radio_station,5.0,0,inf
film.film_character,5.0,0,inf
music.group_member,44.0,0,inf
book.book,3.0,0,inf
award.award_ceremony,15.0,0,inf
music.genre,0.0,0,
language.human_language,1.0,0,inf
organization.organization,50.0,0,inf
award.award_presenting_organization,1.0,0,inf
tv.tv_actor,72.0,0,inf
location.location,15.0,0,inf
film.writer,26.0,0,inf
award.competition,4.0,0,inf
fictional_universe.fictional_character,4.0,0,inf
tv.tv_program_creator,3.0,0,inf
tv.tv_genre,5.0,0,inf
music.record_label,6.0,0,inf
broadcast.tv_station,1.0,0,inf
music.lyricist,15.0,0,inf
film.music_contributor,8.0,0,inf
tv.tv_producer,1.0,0,inf
broadcast.artist,31.0,0,inf
book.periodical,1.0,0,inf
location.administrative_division,1.0,0,inf
music.album,16.0,0,inf
film.film_genre,0.0,0,
award.award_discipline,2.0,0,inf
book.author,14.0,0,inf
celebrities.celebrity,7.0,0,inf
music.composition,5.0,0,inf
film.film,32.0,0,inf
spaceflight.astronaut,1.0,0,inf
location.country,1.0,0,inf
food.food,0.0,0,
