label,nr_errors,total,perc. errors
film.music_contributor,2.0,0,inf
film.film,5.0,0,inf
music.album,6.0,0,inf
food.food,0.0,0,
spaceflight.astronaut,0.0,0,
award.award_category,0.0,0,
media_common.media_genre,2.0,0,inf
tv.tv_director,2.0,0,inf
film.director,10.0,0,inf
music.writer,3.0,0,inf
tv.tv_genre,5.0,0,inf
music.musical_group,7.0,0,inf
tv.tv_program_creator,1.0,0,inf
book.author,7.0,0,inf
location.location,12.0,0,inf
award.award_ceremony,0.0,0,
broadcast.radio_station,0.0,0,
time.event,13.0,0,inf
film.film_festival_focus,2.0,0,inf
film.film_character,1.0,0,inf
book.periodical,1.0,0,inf
music.musical_scale,0.0,0,
people.person,248.0,0,inf
film.producer,17.0,0,inf
location.administrative_division,1.0,0,inf
business.business_operation,26.0,0,inf
government.politician,0.0,0,
broadcast.artist,29.0,0,inf
theater.theater_actor,1.0,0,inf
broadcast.broadcast,2.0,0,inf
book.written_work,2.0,0,inf
book.book,1.0,0,inf
music.genre,0.0,0,
music.media_format,0.0,0,
music.composition,3.0,0,inf
music.lyricist,14.0,0,inf
business.product_category,0.0,0,
interests.collection_category,0.0,0,
broadcast.tv_station,1.0,0,inf
film.production_company,11.0,0,inf
award.award_presenting_organization,1.0,0,inf
organization.organization,4.0,0,inf
location.citytown,0.0,0,
tv.tv_actor,46.0,0,inf
theater.play,0.0,0,
location.country,0.0,0,
tv.tv_character,3.0,0,inf
award.award_discipline,2.0,0,inf
celebrities.celebrity,6.0,0,inf
law.invention,0.0,0,
music.artist,47.0,0,inf
music.composer,34.0,0,inf
language.human_language,0.0,0,
tv.tv_network,1.0,0,inf
music.producer,8.0,0,inf
film.film_distributor,6.0,0,inf
music.group_member,38.0,0,inf
music.record_label,1.0,0,inf
film.film_genre,2.0,0,inf
tv.tv_producer,1.0,0,inf
fictional_universe.fictional_character,1.0,0,inf
award.competition,3.0,0,inf
broadcast.radio_format,0.0,0,
music.performance_role,2.0,0,inf
film.actor,59.0,0,inf
film.writer,31.0,0,inf
